CHEMBLID,smiles,ido_ic50,tdo_ic50
CHEMBL4283357,CCOC(=O)Nc1oc2c(-c3ccc(C(N)=O)cc3)nccc2c1Nc1ccc(F)c(Cl)c1,6.0,5.698970004336019
CHEMBL4283761,C#Cc1cccc(Nc2c(N)oc3c(CC)nccc23)c1,6.698970004336019,6.301029995663981
CHEMBL4283776,CCc1ccccc1Nc1c(N)sc2ccccc12.Cl,6.0,5.698970004336019
CHEMBL4283946,Nc1oc2c(/C=C/c3ccccc3)nccc2c1Nc1ccc(F)c(Cl)c1,6.698970004336019,6.301029995663981
CHEMBL4283957,Nc1oc2cnccc2c1Nc1cccc(Cc2ccccc2)c1,6.0,5.698970004336019
CHEMBL4284003,Nc1oc2cnccc2c1Nc1ccccc1Cl,6.0,5.698970004336019
CHEMBL4284116,Cc1cc(Br)ccc1Nc1c(N)sc2ccccc12,6.0,5.698970004336019
CHEMBL4284125,COc1cc(-c2nccc3c(Nc4ccc(F)c(Cl)c4)c(N)oc23)ccn1,6.698970004336019,6.301029995663981
CHEMBL4284269,Cc1cc(C)cc(-c2nccc3c(Nc4ccc(F)c(Cl)c4)c(N)oc23)c1,6.698970004336019,6.301029995663981
CHEMBL4284439,CC(C)c1nccc2c(Nc3ccc(F)c(Cl)c3)c(N)oc12,6.698970004336019,6.301029995663981
CHEMBL4284457,CNC(=O)c1cc(-c2nccc3c(Nc4cccc(C(F)(F)F)c4)c(N)oc23)ccn1,6.698970004336019,5.698970004336019
CHEMBL4284563,COc1cc2c(Nc3ccc(F)c(Cl)c3)c(N)oc2c(I)n1,6.698970004336019,5.698970004336019
CHEMBL4284584,Nc1oc2c(N(c3ccccc3)c3ccccc3)nccc2c1Nc1ccc(F)c(Cl)c1,6.698970004336019,5.698970004336019
CHEMBL4284608,Nc1oc2c(-c3ccnc(C(=O)Nc4ccccn4)c3)nccc2c1Nc1ccc(F)c(Cl)c1,6.698970004336019,5.698970004336019
CHEMBL4284653,Nc1oc2cnc(F)cc2c1Nc1ccccc1Cl,6.698970004336019,6.301029995663981
CHEMBL4284726,COc1cncc2oc(N)c(Nc3ccc(F)c(Cl)c3)c12,6.0,6.301029995663981
CHEMBL4285043,Nc1oc2c(C3CCCCC3)nccc2c1Nc1ccc(F)c(Cl)c1,6.698970004336019,6.301029995663981
CHEMBL4285062,O=C1c2ccccc2C(=O)c2c1nc(-c1ccncc1)n2Cc1cccc(Cl)c1,5.481486060122113,4.0
CHEMBL4285144,Nc1oc2cnccc2c1Nc1cccc(I)c1,6.698970004336019,6.301029995663981
CHEMBL4285170,Cc1cc(-c2nccc3c(Nc4cccc(Cl)c4)c(N)oc23)ccn1,6.698970004336019,6.301029995663981
CHEMBL4285274,Nc1oc2c(-c3ccncc3)nccc2c1Nc1cccc(Cl)c1,6.698970004336019,6.301029995663981
CHEMBL4285433,CCCCNC(=O)c1cc(-c2nccc3c(Nc4ccc(F)c(Cl)c4)c(N)oc23)ccn1,6.698970004336019,5.698970004336019
CHEMBL4285529,Nc1oc2c(-c3ccccc3)nccc2c1Nc1cccc(C(F)(F)F)c1,6.698970004336019,5.698970004336019
CHEMBL4285571,Cc1cc(-c2nccc3c(Nc4cc(Cl)ccc4F)c(N)oc23)ccn1,6.698970004336019,5.698970004336019
CHEMBL4285660,Nc1oc2c(-c3ccnc(C(=O)NCCN4CCOCC4)c3)nccc2c1Nc1ccc(F)c(Cl)c1,6.698970004336019,6.301029995663981
CHEMBL4285752,O=C1c2ccccc2C(=O)c2sc(-c3ccncc3)nc21,7.581698708680254,5.795880017344075
CHEMBL4285852,COc1cc2c(Nc3ccc(F)c(Cl)c3)c(N)oc2c(C)n1,6.698970004336019,6.301029995663981
CHEMBL4285861,Nc1oc2c(-c3ccncc3)nccc2c1Nc1ccccc1Cl,6.698970004336019,6.301029995663981
CHEMBL4285874,Nc1oc2c(I)nccc2c1Nc1ccc(F)c(Cl)c1,6.698970004336019,6.301029995663981
CHEMBL4285928,Nc1oc2cnccc2c1Nc1cc(F)c(F)c(Br)c1,6.0,5.698970004336019
CHEMBL4286058,CCc1nccc2c(Nc3cccc(C(F)(F)F)c3)c(N)oc12,6.698970004336019,6.301029995663981
CHEMBL4286206,O=C1Nc2ccccc2/C1=N/c1ccccc1Br,5.906578314837765,4.334982174587528
CHEMBL4286322,Nc1oc2cnccc2c1Nc1ccc(Cl)c(Cl)c1Cl,6.0,5.698970004336019
CHEMBL4286481,O=C(N[C@@H](CC1C(=O)Nc2ccccc21)C(=O)O)OCc1ccccc1,5.892790030352131,4.565431095965801
CHEMBL4286487,N#Cc1nccc2c(Nc3ccc(F)c(Cl)c3)c(NC(=O)OCc3ccccc3)oc12,6.0,6.301029995663981
CHEMBL4286518,Nc1oc2cnccc2c1Nc1ccc(Br)cc1,6.0,6.301029995663981
CHEMBL4286554,CCc1cc(-c2nccc3c(Nc4ccc(F)c(Cl)c4)c(N)oc23)ccn1,6.698970004336019,6.301029995663981
CHEMBL4286702,Cc1ccc2sc(N)c(Nc3ccc(F)c(Cl)c3)c2c1,6.698970004336019,5.698970004336019
CHEMBL4286734,Nc1oc2c(F)nccc2c1Nc1ccc(F)c(C(F)(F)F)c1,6.698970004336019,6.301029995663981
CHEMBL4286735,N#Cc1ccc(Nc2c(N)oc3cnccc23)cc1,6.0,6.301029995663981
CHEMBL4286924,O=C(NCCC1C(=O)Nc2ccccc21)OCc1ccccc1,5.636388020107856,4.234108023569984
CHEMBL4286928,Cc1cc(-c2cccc3c(Nc4ccccc4)c(N)sc23)ccn1,6.698970004336019,6.301029995663981
CHEMBL4286979,Nc1oc2cnccc2c1Nc1ccccc1,6.698970004336019,6.301029995663981
CHEMBL4287091,CCCc1nccc2c(Nc3ccc(F)c(Cl)c3)c(N)oc12,6.698970004336019,5.698970004336019
CHEMBL4287133,Nc1oc2c(-c3ccncc3)nc(F)cc2c1Nc1ccc(F)c(F)c1,6.698970004336019,6.301029995663981
CHEMBL4287152,N#Cc1ccc(-c2nccc3c(Nc4ccc(F)c(Cl)c4)c(N)oc23)cc1,6.698970004336019,6.301029995663981
CHEMBL4287189,COc1cccc(-c2nccc3c(Nc4ccc(F)c(Cl)c4)c(N)oc23)c1,6.698970004336019,6.301029995663981
CHEMBL4287240,CCOC(=O)Nc1oc2c(-c3ccnc(C)c3)nccc2c1N(C(=O)OCC)c1ccc(F)c(Cl)c1,6.0,5.698970004336019
CHEMBL4287280,CCCCOc1cc2c(Nc3ccc(F)c(Cl)c3)c(N)oc2c(-c2ccccc2)n1,6.0,5.698970004336019
CHEMBL4287290,N#Cc1nccc2c(Nc3ccc(F)c(Cl)c3)c(N)oc12,6.698970004336019,6.301029995663981
CHEMBL4287297,Cc1ccc(Nc2c(N)oc3cnccc23)cc1Cl,6.698970004336019,6.301029995663981
CHEMBL4287350,Nc1oc2c(-c3ccccc3)nc(Oc3ccccc3)cc2c1Nc1ccc(F)c(Cl)c1,6.0,5.698970004336019
CHEMBL4287458,N#Cc1ccc2c(Nc3ccccc3Cl)c(N)oc2c1,6.0,5.698970004336019
CHEMBL4287480,COc1cc2c(Nc3ccc(F)c(Cl)c3)c(N)oc2c(Br)n1,6.698970004336019,5.698970004336019
CHEMBL4287546,Nc1oc2cnccc2c1Nc1ccc(Cl)cc1,6.0,6.301029995663981
CHEMBL4287776,CCOC(=O)Nc1sc2ccccc2c1Nc1ccc(F)c(Cl)c1,6.0,5.698970004336019
CHEMBL4287789,Nc1oc2c(F)nc(F)cc2c1Nc1ccc(F)c(Cl)c1,6.698970004336019,6.301029995663981
CHEMBL4288020,CCOC(=O)Nc1oc2c(Br)nccc2c1N(C(=O)OCC)c1ccc(F)c(Cl)c1,6.0,5.698970004336019
CHEMBL4288032,Nc1oc2cnccc2c1Nc1ccc(F)c(Cl)c1,6.698970004336019,6.301029995663981
CHEMBL4288159,CC(=O)c1ccc(Nc2c(N)oc3cnccc23)cc1,6.0,6.301029995663981
CHEMBL4288214,Cn1cc(-c2nccc3c(Nc4ccc(F)c(Cl)c4)c(N)oc23)cn1,6.698970004336019,6.301029995663981
CHEMBL4288257,Nc1oc2c(-c3cccc(C(F)(F)F)c3)nccc2c1Nc1ccc(F)c(Cl)c1,6.698970004336019,5.698970004336019
CHEMBL4288269,Cc1coc2c1C(=O)C(=O)c1c-2ccc2c1C=CCC2(C)C,5.0,5.0
CHEMBL4288277,Nc1oc2c(-c3ccnc(C(F)(F)F)c3)nccc2c1Nc1ccc(F)c(Cl)c1,6.698970004336019,5.698970004336019
CHEMBL4288369,Cc1cc(-c2nc(F)cc3c(Nc4cccc(Cl)c4)c(N)oc23)ccn1,6.698970004336019,6.301029995663981
CHEMBL4288412,Cc1nccc2c(Nc3ccc(F)c(Cl)c3)c(N)oc12,6.698970004336019,6.301029995663981
CHEMBL4288429,COC(=O)c1cccc(Cn2cnc3c2C(=O)c2ccccc2C3=O)c1,4.374687549038326,4.0
CHEMBL4288449,Nc1oc2cnccc2c1Nc1ccc(F)c(Cl)c1Cl,6.0,5.698970004336019
CHEMBL4288488,Nc1oc2c(-c3ccncc3)nccc2c1Nc1ccc(F)cc1,6.698970004336019,6.301029995663981
CHEMBL4288491,Nc1sc2ccccc2c1Nc1ccc(F)c(Cl)c1,6.698970004336019,6.301029995663981
CHEMBL4288607,Nc1oc2cnccc2c1Nc1cccc(C2CCCCC2)c1,6.0,6.301029995663981
CHEMBL4288670,Nc1oc2c(-c3cccc(Cl)c3)nccc2c1Nc1ccc(F)c(Cl)c1,6.698970004336019,5.698970004336019
CHEMBL4288676,Nc1oc2cnccc2c1Nc1ccc2c(c1)OCO2,6.698970004336019,6.301029995663981
CHEMBL4288790,CC(C)Oc1cc2c(Nc3ccc(F)c(Cl)c3)c(N)oc2c(-c2ccccc2)n1,6.0,5.698970004336019
CHEMBL4288820,Cl.Nc1sc2c(Br)cccc2c1Nc1ccc(F)c(Cl)c1,6.698970004336019,6.301029995663981
CHEMBL4288912,CCOC(=O)Nc1oc2c(C#N)nccc2c1N(C(=O)OCC)c1ccc(F)c(Cl)c1,6.0,5.698970004336019
CHEMBL4289059,CCOC(=O)Nc1oc2cnccc2c1N(C(=O)OCC)c1ccc(F)c(Cl)c1,6.0,5.698970004336019
CHEMBL4289072,COC(=O)c1ccc(-c2nccc3c(Nc4ccc(F)c(Cl)c4)c(N)oc23)cc1,6.698970004336019,6.301029995663981
CHEMBL4289074,CCOC(=O)Nc1oc2c(-c3ccccc3)nccc2c1Nc1ccc(F)c(Cl)c1,6.0,5.698970004336019
CHEMBL4289077,N#Cc1cccc(Nc2c(N)oc3cnccc23)c1F,6.0,5.698970004336019
CHEMBL4289093,Nc1oc2c(-c3ccnc(C(=O)Nc4ccccc4)c3)nccc2c1Nc1ccc(F)c(Cl)c1,6.698970004336019,5.698970004336019
CHEMBL4289193,Nc1sc2ccccc2c1Nc1ccc2c(c1)OCO2,6.698970004336019,5.698970004336019
CHEMBL4289261,Cc1ncc(CO)c2c(Nc3ccc(F)c(Cl)c3)c(N)oc12,6.0,5.698970004336019
CHEMBL4289267,Nc1oc2cnccc2c1Nc1ccccc1N1CCCCC1,6.0,5.698970004336019
CHEMBL4289441,Nc1oc2c(Br)nccc2c1Nc1ccc(F)c(Cl)c1,6.698970004336019,6.301029995663981
CHEMBL4289462,O=C1c2cccnc2C(=O)c2sc(-c3ccncc3)nc21,6.538351431936545,5.920818753952375
CHEMBL4289482,Nc1oc2cnccc2c1Nc1cccc(Cl)c1,6.698970004336019,6.301029995663981
CHEMBL4289501,Nc1oc2cnccc2c1Nc1ccc(F)c(Cl)c1F,6.698970004336019,6.301029995663981
CHEMBL4289506,COc1cc2c(Nc3ccc(F)c(Cl)c3)c(N)oc2c(-c2ccc(C(N)=O)cc2)n1,6.698970004336019,5.698970004336019
CHEMBL4289518,COc1ccc(Nc2c(N)oc3cnccc23)c(OC)c1,6.0,5.698970004336019
CHEMBL4289554,Nc1oc2cnccc2c1Nc1cccc(CC2CC2)c1,6.0,5.698970004336019
CHEMBL4289773,Nc1oc2c(-c3ccnc(C(=O)NC4CCCCC4)c3)nccc2c1Nc1ccc(F)c(Cl)c1,6.698970004336019,5.698970004336019
CHEMBL4289829,CC(C)(C)Oc1cc2c(Nc3ccc(F)c(Cl)c3)c(N)oc2c(-c2ccccc2)n1,6.0,6.301029995663981
CHEMBL4289945,CCCc1nccc2c(Nc3ccc(F)c(C(F)(F)F)c3)c(N)oc12,6.698970004336019,6.301029995663981
CHEMBL4290038,COc1cccc(Nc2c(N)sc3ccccc23)c1,6.698970004336019,6.301029995663981
CHEMBL4290045,CC(=O)/C=C1\C(=O)Nc2ccc(Cl)cc21,6.443697499232712,4.262092076625361
CHEMBL4290053,N#Cc1ccc2c(Nc3cccc(Br)c3)c(N)oc2c1,6.698970004336019,6.301029995663981
CHEMBL4290084,COC(=O)Nc1oc2cnccc2c1Nc1ccc(F)c(Cl)c1,6.0,5.698970004336019
CHEMBL4290194,Nc1oc2cnc(F)cc2c1Nc1cccc(Cl)c1,6.698970004336019,6.301029995663981
CHEMBL4290236,Cc1coc2c1c(=O)oc(=O)c1c3c(ccc12)C(C)(C)CCC3,5.0,5.0
CHEMBL4290305,Cc1ccc(S(=O)(=O)N/N=C2\C(=O)Nc3ccccc32)cc1,5.749579997691106,4.276544327964814
CHEMBL4290431,COC(=O)Nc1oc2cnccc2c1N(C(=O)OC)c1ccc(F)c(Cl)c1,6.0,5.698970004336019
CHEMBL4290511,COc1cc(Nc2c(N)oc3cnccc23)ccc1Cl,6.0,6.301029995663981
CHEMBL4290549,COc1cc2c(Nc3ccc(F)c(Cl)c3)c(N)oc2c(-c2ccc(F)cc2)n1,6.698970004336019,6.301029995663981
CHEMBL4290604,Nc1oc2cnccc2c1Nc1cccc(-c2ccccc2)c1,6.0,5.698970004336019
CHEMBL4290639,Cc1cc(-c2nccc3c(Nc4cccc(Cl)c4F)c(N)oc23)ccn1,6.698970004336019,5.698970004336019
CHEMBL4290668,CNC(=O)c1cc(-c2nccc3c(Nc4cccc(Cl)c4)c(N)oc23)ccn1,6.698970004336019,6.301029995663981
CHEMBL4290878,Nc1oc2cnccc2c1Nc1ccc(F)cc1Br,6.0,5.698970004336019
CHEMBL4290911,Nc1oc2cnc(Cl)cc2c1Nc1ccc(F)c(Cl)c1,6.698970004336019,6.301029995663981
CHEMBL4290965,CCCc1nccc2c(Nc3cccc(C(F)(F)F)c3)c(N)oc12,6.698970004336019,5.698970004336019
CHEMBL4290983,Nc1oc2cnccc2c1Nc1ccc(OC(F)(F)F)cc1,6.0,6.301029995663981
CHEMBL4290984,Cl.Nc1sc2ccccc2c1Oc1cccc(Cl)c1,6.0,5.698970004336019
CHEMBL4291007,Cc1cc(-c2nc(C)cc3c(Nc4ccc(F)c(Cl)c4)c(N)oc23)ccn1,6.698970004336019,5.698970004336019
CHEMBL4291087,CC(C)(C)NC(=O)c1cc(-c2nccc3c(Nc4ccc(F)c(Cl)c4)c(N)oc23)ccn1,6.698970004336019,5.698970004336019
CHEMBL4291105,Cc1cccc(Nc2c(N)sc3ccccc23)c1C,6.0,6.301029995663981
CHEMBL4291232,CCc1cc2c(Nc3ccc(F)c(Cl)c3)c(N)oc2c(-c2ccccc2)n1,6.698970004336019,5.698970004336019
CHEMBL4291240,CNC(=O)c1cc(-c2nccc3c(Nc4ccccc4Cl)c(N)oc23)ccn1,6.698970004336019,6.301029995663981
CHEMBL4291289,Nc1sc2ccc(Br)cc2c1Nc1ccc(F)c(Cl)c1,6.698970004336019,5.698970004336019
CHEMBL4291312,Nc1oc2c(-c3ccnc(C(=O)N4CCOCC4)c3)nccc2c1Nc1ccc(F)c(Cl)c1,6.698970004336019,6.301029995663981
CHEMBL4291358,Nc1oc2cnccc2c1Nc1ccc(F)cc1Cl,6.0,6.301029995663981
CHEMBL4291671,Nc1oc2c(F)nccc2c1Nc1ccc(F)c(Cl)c1,6.698970004336019,6.301029995663981
CHEMBL4291734,Nc1oc2cnc(F)cc2c1Nc1ccc(F)cc1,6.698970004336019,6.301029995663981
CHEMBL4291741,N#Cc1cccc(Nc2c(N)oc3cnccc23)c1,6.0,5.698970004336019
CHEMBL4291792,O=C1c2ncccc2C(=O)c2sc(-c3cscn3)nc21,7.7447274948966935,6.668572703479257
CHEMBL4291800,CCOC(=O)Nc1oc2cnccc2c1Nc1ccc(F)c(Cl)c1,6.0,5.698970004336019
CHEMBL4291805,Cl.Nc1sc2ccc(Cl)cc2c1Nc1ccc(F)c(Cl)c1,6.698970004336019,5.698970004336019
CHEMBL4291850,O=C(O)c1cccc(Cn2cnc3c2C(=O)c2ccccc2C3=O)c1,4.958607314841775,4.0
CHEMBL4291859,Cc1ccc(Nc2c(N)oc3cnccc23)cc1,6.0,6.301029995663981
CHEMBL4292025,Nc1oc2cnccc2c1Nc1cc(Cl)c(F)cc1F,6.0,5.698970004336019
CHEMBL4292046,Cc1cc(-c2cccc3c(Nc4ccc(F)cc4)c(N)sc23)ccn1,6.698970004336019,6.301029995663981
CHEMBL4292132,CC(C)CNC(=O)c1cc(-c2nccc3c(Nc4ccc(F)c(Cl)c4)c(N)oc23)ccn1,6.698970004336019,5.698970004336019
CHEMBL4292240,CC(C)c1cccc(Nc2c(N)oc3cnccc23)c1,6.698970004336019,5.698970004336019
CHEMBL4292285,CCOC(=O)Nc1oc2c(I)nccc2c1N(C(=O)OCC)c1ccc(F)c(Cl)c1,6.0,5.698970004336019
CHEMBL4292321,Nc1oc2cnccc2c1Nc1cccc(CC2CCC2)c1,6.0,5.698970004336019
CHEMBL4292367,Nc1oc2c(-c3ccnc(C(=O)N4CCCCC4)c3)nccc2c1Nc1ccc(F)c(Cl)c1,6.698970004336019,6.301029995663981
CHEMBL4292487,Nc1sc2ccccc2c1Nc1cccc(F)c1,6.698970004336019,6.301029995663981
CHEMBL4292539,Nc1oc2cnccc2c1Nc1cc(Cl)c(F)c(Cl)c1,6.0,6.301029995663981
CHEMBL4292556,O=C(Nc1oc2cnccc2c1Nc1ccc(F)c(Cl)c1)OCc1ccccc1,6.0,6.301029995663981
CHEMBL4292681,Nc1oc2c(-c3cccnc3)nccc2c1Nc1ccc(F)c(Cl)c1,6.698970004336019,6.301029995663981
CHEMBL4292689,Nc1sc2cnccc2c1Nc1ccc(F)c(Cl)c1,6.0,5.698970004336019
CHEMBL4292762,COc1ccccc1-c1nccc2c(Nc3ccc(F)c(Cl)c3)c(N)oc12,6.698970004336019,6.301029995663981
CHEMBL4292812,Nc1oc2c(-c3cc(Cl)cc(Cl)c3)nccc2c1Nc1ccc(F)c(Cl)c1,6.698970004336019,5.698970004336019
CHEMBL4292840,Nc1sc2ccccc2c1Nc1ccc(F)c(C(F)(F)F)c1,6.698970004336019,5.698970004336019
CHEMBL4292857,CCOc1cc2c(Nc3ccc(F)c(Cl)c3)c(N)oc2c(-c2ccccc2)n1,6.0,5.698970004336019
CHEMBL4292907,Cc1ccccc1Cn1c(-c2ccncc2)nc2c1C(=O)c1ccccc1C2=O,4.298432014944073,4.0
CHEMBL4293117,CCOC(=O)Nc1oc2c(C#Cc3ccc(C(N)=O)cc3)nccc2c1N(C(=O)OCC)c1ccc(F)c(Cl)c1,6.0,5.698970004336019
CHEMBL4293178,Nc1sc2ccc(Cl)cc2c1Nc1ccc(F)cc1,6.698970004336019,6.301029995663981
CHEMBL4293249,Nc1oc2cnccc2c1Nc1cccc(C2CC2)c1,6.698970004336019,5.698970004336019
CHEMBL4293312,O=C1c2ccccc2C(=O)c2[nH]c(-c3cscn3)nc21,6.9222688203476075,7.13608262304214
CHEMBL4293330,Cc1ccc(Nc2c(N)oc3cnccc23)c(C)c1,6.0,6.301029995663981
CHEMBL4293426,CCOC(=O)C(C(=O)OCC)=C1C(=O)Nc2ccccc21,6.031517051446065,4.148680487351255
CHEMBL4293453,Cc1cc(-c2nccc3c(Nc4ccc(F)cc4F)c(N)oc23)ccn1,6.698970004336019,6.301029995663981
CHEMBL4293499,CCOC(=O)Nc1oc2c(-c3cc(C)nc(C)c3)nccc2c1N(C(=O)OCC)c1ccc(F)c(Cl)c1,6.0,5.698970004336019
CHEMBL4293507,CN(c1ccccc1)c1c(N)sc2ccccc12.Cl,6.0,5.698970004336019
CHEMBL4293556,Nc1oc2cnccc2c1Nc1cccc(F)c1,6.698970004336019,6.301029995663981
CHEMBL4293604,O=C1Nc2ccccc2/C1=N/Nc1ccccc1C(F)(F)F,5.801342913045577,4.416687848016922
CHEMBL4293633,Cc1cc(-c2nccc3c(Nc4ccccc4)c(N)oc23)ccn1,6.698970004336019,6.301029995663981
CHEMBL4293716,Nc1oc2c(-c3ccccc3Cl)nccc2c1Nc1ccc(F)c(Cl)c1,6.698970004336019,6.301029995663981
CHEMBL4293768,Cc1cc(-c2nccc3c(Nc4cccc(C(F)(F)F)c4)c(N)oc23)ccn1,6.698970004336019,6.301029995663981
CHEMBL4293836,CC(C)(C)c1cc(-c2nccc3c(Nc4ccc(F)c(Cl)c4)c(N)oc23)ccn1,6.698970004336019,5.698970004336019
CHEMBL4293992,Nc1oc2c(-c3ccccc3)nccc2c1Nc1ccc(F)c(Cl)c1,6.698970004336019,6.301029995663981
CHEMBL4294010,Nc1sc2ccccc2c1Nc1ccc(Cl)c(C(F)(F)F)c1,6.698970004336019,5.698970004336019
CHEMBL4294038,Nc1oc2c(-c3cc(F)nc(F)c3)nccc2c1Nc1ccc(F)c(Cl)c1,6.698970004336019,6.301029995663981
CHEMBL4294184,Nc1oc2cnccc2c1Nc1ccc(F)c(Br)c1,6.698970004336019,6.301029995663981
CHEMBL4294302,NC(=O)c1ccc(-c2nccc3c(Nc4ccc(F)c(Cl)c4)c(N)oc23)cc1,6.698970004336019,6.301029995663981
CHEMBL4294365,Nc1oc2cnccc2c1Nc1cc(Cl)ccc1Cl,6.0,5.698970004336019
CHEMBL4294399,Cc1cc(-c2nccc3c(Nc4ccc(F)c(F)c4)c(N)oc23)ccn1,6.698970004336019,6.301029995663981
CHEMBL4294408,Nc1oc2cnccc2c1Nc1ccc(Cl)cc1Cl,6.0,5.698970004336019
CHEMBL4294480,C#Cc1cc(Nc2c(N)oc3c(-c4ccccc4)nccc23)ccc1F,6.698970004336019,6.301029995663981
CHEMBL4294515,CC(=O)CC(=O)CC1(O)C(=O)Nc2ccccc21,6.346787486224656,4.250882337643677
CHEMBL4294542,Nc1oc2c(Cl)nccc2c1Nc1ccc(F)c(Cl)c1,6.698970004336019,6.301029995663981
CHEMBL4294575,Nc1oc2cnccc2c1Nc1cccc(C(F)F)c1,6.698970004336019,6.301029995663981
CHEMBL4294579,Nc1oc2cnccc2c1Nc1ccc(N2CCOCC2)cc1,6.0,5.698970004336019
CHEMBL4294746,Nc1oc2cnccc2c1Nc1cncc(Cl)c1,6.0,6.301029995663981
CHEMBL4294820,Cc1cc(-c2nccc3c(Nc4ccc(F)cc4)c(N)oc23)ccn1,6.698970004336019,6.301029995663981
CHEMBL4294844,C#Cc1ccc(Nc2c(N)oc3cnccc23)cc1,6.0,6.301029995663981
CHEMBL4294861,Cc1cc(-c2nc(F)cc3c(Nc4ccc(F)cc4)c(N)oc23)ccn1,6.698970004336019,6.301029995663981
CHEMBL4294960,Nc1oc2cnccc2c1Nc1cc(F)c(F)cc1F,6.0,5.698970004336019
CHEMBL4295062,Cc1nccc2c(Nc3cccc(C(F)(F)F)c3)c(N)oc12,6.698970004336019,5.698970004336019
CHEMBL4295079,Cl.Nc1sc2ccccc2c1Sc1cccc(Cl)c1,6.0,5.698970004336019
CHEMBL4295250,Cc1cc(-c2nccc3c(Nc4ccc(F)c(C(F)(F)F)c4)c(N)oc23)ccn1,6.698970004336019,6.301029995663981
CHEMBL4296835,Oc1ccc(/N=N/c2nccs2)c(O)c1,4.34640161815671,4.363712747901487
CHEMBL4296926,Cl/N=C1/C=CC=C/C1=N/Cl,5.037630664329979,5.074172425375258
CHEMBL4296947,Oc1c(/N=N/c2nnn[nH]2)ccc2ccccc12,5.422508200162775,4.652669984683049
CHEMBL4296952,NS(=O)(=O)c1ccc(/N=N/c2ccc(O)[nH]c2=O)cc1,4.742561433140186,4.80465394165158
CHEMBL4300931,O=C1c2ccccc2C(=O)c2c1nnn2-c1ccccc1,7.0,7.154901959985743
CHEMBL432537,O=C1c2cc([N+](=O)[O-])ccc2-n2c1nc1ccccc1c2=O,10.744727494896694,6.995678626217358
CHEMBL4435398,Fc1cccc2c1C(C1CCN(c3ccc(N4CCOCC4)cc3)CC1)n1cncc1-2,5.766496239658865,5.987584625237567
CHEMBL4435524,Fc1cccc2c1C(C1CCN(c3ccc(-c4cccnc4)cc3)CC1)n1cncc1-2,6.619788758288394,6.73754891026957
CHEMBL4435742,COc1ccccc1C(ON)c1ccccc1.Cl,5.954677021213342,4.311580177997289
CHEMBL4436480,O=C1c2cc(F)ccc2-n2c1nc1ccc(CN3CCNCC3)cc1c2=O,6.167491087293763,6.060480747381382
CHEMBL4436582,COP(C)(=O)NCCCCNc1nonc1/C(=N/O)Nc1ccc(F)c(Br)c1,6.91721462968355,5.478861916295964
CHEMBL4437046,CN1CCN(Cc2ccc3nc4n(c(=O)c3c2)-c2ccc(F)cc2C4=O)CC1,7.698970004336019,6.119186407719209
CHEMBL4438707,Cc1ccc(C(ON)c2ccc(Cl)cc2)c(O)c1.Cl,5.7544873321858505,4.718966632752273
CHEMBL4439294,O[C@@H]1c2ccnn2CC[C@H]1[C@H]1c2ccccc2-c2cncn21,5.346787486224656,6.886056647693163
CHEMBL4439774,Cl.NOC(c1ccccc1)c1ccc(O)cc1,5.539102157243452,4.525783735923745
CHEMBL4440040,Cl.NOC(c1ccc(Cl)cc1)c1ccc(Cl)cc1,5.962573502059376,5.698970004336019
CHEMBL4440269,Cl.NOC(c1ccccc1)c1cc(C(F)(F)F)cc(C(F)(F)F)c1,5.474955192963154,4.111259039317107
CHEMBL4441377,Fc1cccc2c1C(C1CCN(c3nccs3)CC1)n1cncc1-2,6.527243550682788,6.23210238398191
CHEMBL4443301,Cc1cc(N2CCC(C3c4c(F)cccc4-c4cncn43)CC2)ccc1-c1cnn(C)c1,6.91721462968355,6.943095148663527
CHEMBL4443640,Cl.NOC(CCc1cccc(Cl)c1)c1ccccc1,5.17134010346468,4.231361898752385
CHEMBL4445809,Cn1cc(-c2ccc(N3CCC(C4c5c(F)cccc5-c5cncn54)CC3)cc2F)cn1,7.161150909262744,7.187086643357144
CHEMBL4446245,Cl.NOC(c1ccccc1)c1ccccc1F,4.920818753952375,5.406713932979542
CHEMBL4451390,Cl.NOC(c1ccccc1)c1ccccc1Br,5.835647144215563,4.647817481888637
CHEMBL4452150,CN(C)Cc1ccc2nc3n(c(=O)c2c1)-c1ccc(F)cc1C3=O,6.958607314841775,6.3872161432802645
CHEMBL4455554,Cl.NOC(CCc1ccccc1)c1ccccc1F,4.8326826652518236,4.303643611266668
CHEMBL4459856,Cn1cc(-c2ccc(N3CCC(C4c5c(F)cccc5-c5cncn54)CC3)cc2)cn1,6.995678626217358,6.87942606879415
CHEMBL4463063,N#Cc1ccc(N2CCC(C3c4c(F)cccc4-c4cncn43)CC2)cc1,6.452225294612178,6.404503778174426
CHEMBL4466645,OCCC1c2ccccc2-c2cncn21,5.173925197299173,7.698970004336019
CHEMBL4468567,Cl.NOC(c1ccccc1)C1CCCCC1,4.6777807052660805,2.5575202309355514
CHEMBL4468741,CN(C)c1ccc2nc3n(c(=O)c2c1)-c1ccc(F)cc1C3=O,4.985059650207063,6.568636235841013
CHEMBL4468826,Cl.NOC(c1ccccc1)c1cccc(Cl)c1Cl,5.728158393463501,5.342944147142896
CHEMBL4470496,Fc1cccc2c1C(C1CCN(c3ccccc3)CC1)n1cncc1-2,6.2644011003018205,6.471083299722345
